 Procedimentos hospitalares do SUS - por local de internação - São Paulo
Valor total por Município e Ano/mês atendimento
Período:Jul/2024-Jun/2026
"Município";"2008/Jan";"2008/Fev";"2008/Mar";"2008/Abr";"2008/Mai";"2008/Jun";"2008/Jul";"2008/Ago";"2008/Set";"2008/Out";"2008/Nov";"2009/Jan";"2009/Fev";"2009/Mar";"2009/Abr";"2009/Jun";"2009/Jul";"2009/Ago";"2009/Set";"2009/Out";"2009/Nov";"2009/Dez";"2010/Jan";"2010/Mar";"2010/Abr";"2010/Mai";"2010/Jun";"2010/Jul";"2010/Ago";"2010/Set";"2010/Out";"2010/Nov";"2010/Dez";"2011/Jan";"2011/Fev";"2011/Mar";"2011/Abr";"2011/Mai";"2011/Jun";"2011/Jul";"2011/Ago";"2011/Set";"2011/Out";"2011/Nov";"2011/Dez";"2012/Jan";"2012/Fev";"2012/Mar";"2012/Abr";"2012/Mai";"2012/Jun";"2012/Jul";"2012/Ago";"2012/Set";"2012/Out";"2012/Nov";"2012/Dez";"2013/Jan";"2013/Fev";"2013/Mar";"2013/Abr";"2013/Mai";"2013/Jun";"2013/Jul";"2013/Ago";"2013/Set";"2013/Out";"2013/Nov";"2013/Dez";"2014/Jan";"2014/Fev";"2014/Mar";"2014/Abr";"2014/Mai";"2014/Jun";"2014/Jul";"2014/Ago";"2014/Set";"2014/Out";"2014/Nov";"2014/Dez";"2015/Jan";"2015/Fev";"2015/Mar";"2015/Abr";"2015/Mai";"2015/Jun";"2015/Jul";"2015/Ago";"2015/Set";"2015/Out";"2015/Nov";"2015/Dez";"2016/Jan";"2016/Fev";"2016/Mar";"2016/Abr";"2016/Mai";"2016/Jun";"2016/Jul";"2016/Ago";"2016/Set";"2016/Nov";"2016/Dez";"2017/Jan";"2017/Fev";"2017/Mar";"2017/Abr";"2017/Mai";"2017/Jun";"2017/Jul";"2017/Ago";"2017/Set";"2017/Out";"2017/Nov";"2017/Dez";"2018/Jan";"2018/Fev";"2018/Mar";"2018/Abr";"2018/Mai";"2018/Jun";"2018/Jul";"2018/Ago";"2018/Set";"2018/Out";"2018/Nov";"2018/Dez";"2019/Jan";"2019/Fev";"2019/Mar";"2019/Abr";"2019/Mai";"2019/Jun";"2019/Jul";"2019/Ago";"2019/Set";"2019/Out";"2019/Nov";"2019/Dez";"2020/Jan";"2020/Fev";"2020/Mar";"2020/Abr";"2020/Mai";"2020/Jun";"2020/Jul";"2020/Ago";"2020/Set";"2020/Out";"2020/Nov";"2020/Dez";"2021/Jan";"2021/Fev";"2021/Mar";"2021/Abr";"2021/Mai";"2021/Jun";"2021/Jul";"2021/Ago";"2021/Set";"2021/Out";"2021/Nov";"2021/Dez";"2022/Jan";"2022/Fev";"2022/Mar";"2022/Abr";"2022/Mai";"2022/Jun";"2022/Jul";"2022/Ago";"2022/Set";"2022/Out";"2022/Nov";"2022/Dez";"2023/Jan";"2023/Fev";"2023/Mar";"2023/Abr";"2023/Mai";"2023/Jun";"2023/Jul";"2023/Ago";"2023/Set";"2023/Out";"2023/Nov";"2023/Dez";"2024/Jan";"2024/Fev";"2024/Mar";"2024/Abr";"2024/Mai";"2024/Jun";"2024/Jul";"2024/Ago";"2024/Set";"2024/Out";"2024/Nov";"2024/Dez";"2025/Jan";"2025/Fev";"2025/Mar";"2025/Abr";"2025/Mai";"2025/Jun";"2025/Jul";"2025/Ago";"2025/Set";"2025/Out";"2025/Nov";"2025/Dez";"2026/Jan";"2026/Fev";"2026/Mar";"2026/Abr";"2026/Mai";"2026/Jun";"Total"
"354870 SAO BERNARDO DO CAMPO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6052,20;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;56904,30;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;10120,57;-;-;-;-;-;-;-;-;-;-;-;-;-;55697,80;-;-;-;-;-;-;-;-;55009,40;-;-;-;33050,76;-;-;-;-;-;-;-;-;-;-;-;-;-;9775,98;69121,04;79893,42;-;120182,86;-;55873,00;58057,40;58019,30;-;108510,03;86730,99;96179,74;90968,84;137278,08;257661,07;713525,82;4496377,48;8775197,08;8620045,02;8059040,21;7390071,53;6210073,27;6334077,96;9184140,79;8210586,01;9217553,54;8843658,01;9293701,23;8746073,68;9119362,24;8479280,38;9113500,23;9302806,76;8771817,97;8058800,12;8915593,63;8211370,47;9729153,13;9452856,78;9019208,65;4856799,13;208569757,90
"354880 SAO CAETANO DO SUL";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;758,17;40078,68;641305,74;1643494,50;2016457,85;1384017,38;1633688,74;1265084,97;1258172,56;1265564,40;1439370,67;1511948,36;1830569,49;1779854,00;1723919,11;1657651,14;1846961,94;1754348,86;1973614,89;1578739,16;1737554,56;1834952,60;1540143,76;1936662,38;1873699,14;1257737,30;-;38426350,35
"354890 SAO CARLOS";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;72602,03;365864,72;894958,36;2795786,40;2919372,03;2921624,00;3038839,15;2788473,96;2945277,96;2899952,36;2808583,91;3224897,72;3340667,32;3441065,61;3041022,44;3418506,20;3366217,53;3398263,06;3373223,32;2893685,34;3092441,15;3044142,33;3112408,16;3576111,85;3248840,13;3282981,74;2238352,77;75544161,55
"354910 SAO JOAO DA BOA VISTA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;19314,70;33519,07;250475,64;937675,36;813247,77;778750,25;819813,67;817902,52;748901,79;833617,60;729622,23;776335,24;1018191,05;1068861,18;1072765,26;1030897,02;1042003,83;1021451,88;1128192,01;1209224,18;1041363,08;1089477,03;1030362,35;1256180,65;1080187,76;1077208,68;774760,77;23500302,57
"354940 SAO JOAQUIM DA BARRA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;52598,12;132166,27;458198,35;690879,10;514930,86;606570,03;267905,37;294575,63;296972,77;310952,55;417279,38;384368,44;460989,98;571917,81;609968,46;658587,02;479324,05;465134,57;467026,90;346389,00;401074,72;349283,55;459117,95;500445,81;521065,71;435791,91;11153514,31
"354970 SAO JOSE DO RIO PARDO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;64240,10;393224,38;350313,75;327715,19;400803,23;326883,57;336859,44;429227,46;395974,49;422163,02;426341,10;455882,51;430563,34;391363,97;494817,04;643711,81;485299,37;411819,81;383239,15;369559,97;392242,62;460430,84;517220,21;564436,26;461868,94;10336201,57
"354980 SAO JOSE DO RIO PRETO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;14495,46;-;41014,28;11068,22;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;15900,05;-;-;-;-;32991,95;183584,29;1924240,32;9919029,93;22046155,60;22615537,44;22135677,68;22340934,64;20188203,06;19988506,77;21966534,28;21377657,37;21678224,28;22892711,77;24456746,22;23925512,90;26471940,96;25838830,43;26552339,79;26966197,74;24247898,54;23604974,06;24567620,84;23509410,01;26700269,69;26200442,59;26495919,99;18042973,56;576953544,71
"354990 SAO JOSE DOS CAMPOS";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;157132,25;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8239,96;-;-;-;-;15573,53;-;-;-;-;16232,74;1895,19;64449,71;258891,39;841028,99;4343753,35;10372242,98;10978626,35;10033001,35;11346581,58;9608088,52;8676616,24;9509870,85;9710421,32;11117611,12;11263179,79;10545219,75;11212176,34;10899705,30;11688803,94;11219866,40;11127999,13;10339618,01;10230818,53;10739734,50;9626336,29;11826537,66;10686356,23;10636269,74;7661746,74;256764625,77
"355000 SAO LUIS DO PARAITINGA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1805,67;7772,12;3054,54;5545,67;2677,01;3951,94;7662,50;4782,16;4921,87;2663,73;4668,92;7321,41;8423,07;6368,40;6358,74;6020,12;6176,97;3733,84;8013,80;2780,90;4695,60;1193,16;-;-;-;110592,14
"355010 SAO MANUEL";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;41361,67;151203,91;171503,18;170525,33;181262,75;166700,78;157291,27;206493,52;92526,84;137640,31;179295,39;185726,27;204948,89;197848,98;176920,67;176980,87;167545,36;117693,25;164190,53;136991,14;122200,34;135618,71;156121,71;182251,16;76380,59;3857223,42
"355020 SAO MIGUEL ARCANJO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1646,13;-;362,12;815,71;-;4490,57;1163,48;-;74,75;-;2151,08;4626,57;2419,75;150,56;645,82;3958,56;19663,09;62744,04;78938,76;51180,70;61626,82;60513,54;42629,84;52051,07;44360,71;47322,62;58666,65;62003,07;59437,40;78522,50;57191,52;72881,46;76642,50;170716,21;116692,30;183478,84;159422,43;107218,28;80660,62;166594,35;129883,56;2123547,98
"355030 SAO PAULO";8128417,06;-;-;-;-;-;51545,30;103090,60;103090,60;87827,24;-;51545,30;-;51545,30;51545,30;-;51648,89;51545,30;100901,69;-;106197,44;-;-;-;-;-;33680,97;-;51545,30;-;51593,70;103090,60;-;-;51545,30;-;51545,30;-;-;-;51545,30;-;25772,65;51545,30;-;51545,30;-;51545,30;20123,85;-;103119,47;51545,30;51545,30;51995,32;201572,54;-;-;76261,02;51545,30;51780,50;-;103708,74;51545,30;-;103114,80;-;-;51545,30;51545,30;161639,84;-;51545,30;51751,63;494,27;6129,25;112557,76;103090,60;-;51545,30;-;58055,43;257726,50;-;68632,92;103090,60;103090,60;412684,63;79544,22;51569,50;103090,60;103090,60;206181,20;-;-;58497,02;62984,12;77744,60;51545,30;103104,61;22383,37;155155,12;51545,30;103114,80;51545,30;108045,07;103703,22;103090,60;58092,79;-;-;-;81457,40;103139,00;51545,30;-;52812,57;79648,08;-;51545,30;59195,38;59277,22;51545,30;9673,57;154722,25;-;103399,67;-;103441,70;1197812,02;115824,60;-;51663,75;51545,30;-;103163,20;92612,59;-;-;206205,40;64561,74;129843,66;-;58964,02;-;38613,96;32907,62;142095,92;150847,16;152446,99;6598,86;-;206181,20;51545,30;103162,35;113634,04;-;51545,30;154861,76;-;51545,30;51593,70;155165,31;93134,59;2683,18;274886,72;51545,30;13980,78;51545,30;36560,23;154187,02;8853,69;-;36081,71;51994,47;141784,88;121181,87;51545,30;103090,60;139490,98;96557,08;309344,40;208548,18;104763,03;54046,94;43143,85;110186,78;133682,05;204350,85;530117,90;1132804,32;3887071,95;14528437,01;29985396,44;73363758,32;140506620,31;140793408,51;139419601,70;146425705,41;133624256,96;127954069,06;142220079,09;134980316,76;141333327,29;145407748,41;154098790,04;147358240,55;154300460,84;157600652,41;159829696,23;158762314,66;144247203,44;135570123,57;146711953,64;133212649,40;158520407,38;141418856,79;134182937,65;69447956,13;3532179340,79
"355040 SAO PEDRO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1736,10;62041,82;504320,15;564623,12;246503,85;276683,40;247751,79;206656,77;266809,31;402015,85;396483,54;392944,51;450671,88;396195,12;776105,21;675781,60;528968,80;538029,22;633532,68;369091,97;368940,51;366708,11;473903,37;358722,18;467623,94;387004,77;10359849,57
"355060 SAO ROQUE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;754,67;20916,95;105931,31;218283,42;253896,30;355727,70;295716,81;252871,20;301605,50;368670,62;328296,52;366588,10;354572,76;363382,98;429935,89;387113,92;391686,06;421900,42;457868,64;334259,11;384035,21;340179,49;430947,73;426306,57;400065,41;499778,51;358575,68;416100,23;478096,48;9744064,19
"355070 SAO SEBASTIAO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;147,42;11585,41;104895,47;270595,56;355614,87;419457,09;402947,71;429589,78;419982,38;409421,02;412915,99;383484,98;470063,30;434776,43;480026,50;437051,67;513761,23;430061,28;442656,42;522741,98;475743,60;446203,10;461436,02;425519,29;515348,44;416608,67;428613,90;319195,62;10840445,13
"355080 SAO SEBASTIAO DA GRAMA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6387,33;18472,74;29428,71;16114,06;20491,14;15700,04;9384,98;13524,37;15329,24;23321,86;23309,41;15765,01;16886,31;25612,46;20111,44;18065,19;25078,18;20161,44;18232,88;20621,57;28714,41;19529,48;26246,48;23140,68;33694,61;503324,02
"355090 SAO SIMAO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7584,29;11778,13;14331,79;25013,86;15106,37;20951,31;13933,20;22686,10;9897,85;16787,23;23665,57;13878,20;22197,13;18161,15;17122,09;12992,60;13135,47;15823,85;12037,26;12826,03;11132,00;13970,45;20116,90;13621,76;10103,92;388854,51
"355100 SAO VICENTE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2393,05;85990,46;188361,85;559963,16;975135,17;1038861,62;1027032,36;1022227,28;1114747,75;1069918,69;1070418,73;988400,48;1025234,87;985757,32;1032063,50;951203,06;1001425,14;1049141,72;1111418,43;865833,46;987554,85;809359,79;1056874,93;971657,39;1214849,10;1058865,09;1093046,42;714028,05;25071763,72
"355150 SERRANA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2168,91;131278,36;457212,44;607522,00;387923,13;417299,86;363916,99;347177,92;434036,91;457770,25;418261,13;367238,78;404579,36;393197,51;374051,39;366045,73;367306,06;365470,97;349663,02;296327,70;403493,79;317040,41;494512,47;426740,56;385243,32;255874,08;9591353,05
"355160 SERRA NEGRA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;743,37;10054,96;48127,28;48159,80;57639,98;62049,45;42518,85;37572,12;64548,36;72804,44;69570,09;81555,47;102611,33;80874,07;111648,00;162021,54;204546,30;209792,98;229462,53;230153,54;159638,14;252946,46;237557,91;280907,52;288839,02;222233,87;3368577,38
"355170 SERTAOZINHO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;191080,60;836657,82;742148,67;868186,54;856164,83;759869,58;742676,48;897088,80;858176,00;933487,97;810341,52;1060125,49;764111,87;786769,96;915983,01;1163655,68;1070566,88;1108461,88;906428,71;1180283,16;965818,56;1074634,34;1045431,89;1139709,52;668183,16;22346042,92
