municipio;periodo;internacoes;periodo_data;media_permanencia;dias_permanencia;obitos;taxa_mortalidade;valor_total
352520 JARINU;2025/Jul;54.0;2025-07-01;3.9;213.0;0.0;0.0;12225.89
352530 JAU;2025/Jul;2393.0;2025-07-01;5.1;12108.0;146.0;6.1;6514459.57
352550 JOANOPOLIS;2025/Jul;10.0;2025-07-01;4.3;43.0;2.0;20.0;2780.9
352570 JOSE BONIFACIO;2025/Jul;182.0;2025-07-01;4.3;775.0;6.0;3.3;95115.18
352590 JUNDIAI;2025/Jul;3657.0;2025-07-01;4.0;14589.0;158.0;4.32;5183406.38
352600 JUNQUEIROPOLIS;2025/Jul;96.0;2025-07-01;6.0;576.0;3.0;3.13;49937.41
352640 LARANJAL PAULISTA;2025/Jul;130.0;2025-07-01;4.4;578.0;11.0;8.46;67467.99
352670 LEME;2025/Jul;483.0;2025-07-01;3.5;1672.0;41.0;8.49;498596.09
352680 LENCOIS PAULISTA;2025/Jul;237.0;2025-07-01;3.3;793.0;11.0;4.64;309400.79
352690 LIMEIRA;2025/Jul;1445.0;2025-07-01;4.3;6261.0;84.0;5.81;4394464.0
352710 LINS;2025/Jul;639.0;2025-07-01;6.4;4066.0;33.0;5.16;696530.46
352720 LORENA;2025/Jul;429.0;2025-07-01;4.7;2024.0;27.0;6.29;693868.36
352730 LOUVEIRA;2025/Jul;208.0;2025-07-01;2.4;501.0;7.0;3.37;134296.17
352740 LUCELIA;2025/Jul;57.0;2025-07-01;5.5;313.0;8.0;14.04;28235.47
352800 MACATUBA;2025/Jul;78.0;2025-07-01;2.7;214.0;2.0;2.56;28684.77
352810 MACAUBAL;2025/Jul;7.0;2025-07-01;3.7;26.0;0.0;0.0;2755.33
352850 MAIRIPORA;2025/Jul;210.0;2025-07-01;3.0;621.0;8.0;3.81;69272.08
352880 MARACAI;2025/Jul;103.0;2025-07-01;3.1;322.0;0.0;0.0;48370.47
352900 MARILIA;2025/Jul;2680.0;2025-07-01;5.5;14798.0;172.0;6.42;7033457.9
352920 MARTINOPOLIS;2025/Jul;238.0;2025-07-01;2.3;548.0;8.0;3.36;126719.59
352930 MATAO;2025/Jul;572.0;2025-07-01;3.8;2196.0;39.0;6.82;1659437.14
352940 MAUA;2025/Jul;1130.0;2025-07-01;5.3;6014.0;83.0;7.35;1352318.71
352970 MIGUELOPOLIS;2025/Jul;101.0;2025-07-01;3.4;344.0;2.0;1.98;61310.35
353010 MIRANDOPOLIS;2025/Jul;286.0;2025-07-01;4.0;1146.0;23.0;8.04;262876.21
353030 MIRASSOL;2025/Jul;176.0;2025-07-01;2.1;365.0;4.0;2.27;86013.17
353050 MOCOCA;2025/Jul;451.0;2025-07-01;3.3;1508.0;37.0;8.2;499989.72
353060 MOGI DAS CRUZES;2025/Jul;3151.0;2025-07-01;4.6;14454.0;189.0;6.0;5103186.41
353070 MOGI GUACU;2025/Jul;863.0;2025-07-01;4.7;4082.0;67.0;7.76;1681262.29
353080 MOGI MIRIM;2025/Jul;471.0;2025-07-01;3.6;1699.0;26.0;5.52;927397.74
353110 MONGAGUA;2025/Jul;95.0;2025-07-01;3.3;317.0;3.0;3.16;20820.32
353130 MONTE ALTO;2025/Jul;219.0;2025-07-01;5.3;1169.0;17.0;7.76;500715.51
353140 MONTE APRAZIVEL;2025/Jul;238.0;2025-07-01;2.1;490.0;2.0;0.84;116325.56
353150 MONTE AZUL PAULISTA;2025/Jul;130.0;2025-07-01;1.9;245.0;3.0;2.31;208555.58
353180 MONTE MOR;2025/Jul;109.0;2025-07-01;3.1;337.0;10.0;9.17;50749.86
353190 MORRO AGUDO;2025/Jul;158.0;2025-07-01;3.0;478.0;4.0;2.53;192776.94
353200 MORUNGABA;2025/Jul;32.0;2025-07-01;2.3;73.0;1.0;3.13;14298.87
353240 NAZARE PAULISTA;2025/Jul;46.0;2025-07-01;4.8;220.0;4.0;8.7;17145.4
353250 NEVES PAULISTA;2025/Jul;5.0;2025-07-01;5.4;27.0;2.0;40.0;2139.58
353260 NHANDEARA;2025/Jul;200.0;2025-07-01;2.3;469.0;7.0;3.5;138765.62
353290 NOVA EUROPA;2025/Jul;17.0;2025-07-01;4.7;80.0;1.0;5.88;5763.5
353300 NOVA GRANADA;2025/Jul;161.0;2025-07-01;2.9;460.0;4.0;2.48;67093.08
353340 NOVA ODESSA;2025/Jul;144.0;2025-07-01;6.3;913.0;13.0;9.03;82248.73
353350 NOVO HORIZONTE;2025/Jul;208.0;2025-07-01;3.5;718.0;13.0;6.25;301188.02
353390 OLIMPIA;2025/Jul;338.0;2025-07-01;4.4;1477.0;11.0;3.25;361715.04
353430 ORLANDIA;2025/Jul;192.0;2025-07-01;1.6;304.0;4.0;2.08;81097.75
353440 OSASCO;2025/Jul;2335.0;2025-07-01;5.6;13089.0;181.0;7.75;3255704.32
353460 OSVALDO CRUZ;2025/Jul;220.0;2025-07-01;3.5;760.0;17.0;7.73;139327.09
353470 OURINHOS;2025/Jul;851.0;2025-07-01;4.0;3383.0;69.0;8.11;1697845.46
353475 OUROESTE;2025/Jul;50.0;2025-07-01;3.2;159.0;1.0;2.0;29479.09
353520 PALMEIRA D'OESTE;2025/Jul;49.0;2025-07-01;3.1;152.0;0.0;0.0;16674.57
353530 PALMITAL;2025/Jul;160.0;2025-07-01;2.3;361.0;5.0;3.13;127803.6
353550 PARAGUACU PAULISTA;2025/Jul;425.0;2025-07-01;3.8;1597.0;32.0;7.53;618067.78
353580 PARANAPANEMA;2025/Jul;74.0;2025-07-01;3.1;226.0;2.0;2.7;32879.45
353600 PARAPUA;2025/Jul;0.0;2025-07-01;0.0;0.0;0.0;0.0;0.0
353620 PARIQUERA-ACU;2025/Jul;815.0;2025-07-01;4.4;3623.0;60.0;7.36;1293999.71
353630 PATROCINIO PAULISTA;2025/Jul;64.0;2025-07-01;2.9;184.0;1.0;1.56;34763.31
353650 PAULINIA;2025/Jul;684.0;2025-07-01;3.7;2536.0;34.0;4.97;564941.79
353660 PAULO DE FARIA;2025/Jul;7.0;2025-07-01;3.1;22.0;1.0;14.29;2417.96
353670 PEDERNEIRAS;2025/Jul;169.0;2025-07-01;4.8;803.0;15.0;8.88;251897.02
353700 PEDREGULHO;2025/Jul;111.0;2025-07-01;2.4;271.0;0.0;0.0;58410.05
353710 PEDREIRA;2025/Jul;92.0;2025-07-01;3.2;295.0;6.0;6.52;58413.32
353730 PENAPOLIS;2025/Jul;525.0;2025-07-01;6.4;3349.0;34.0;6.48;662799.84
353740 PEREIRA BARRETO;2025/Jul;72.0;2025-07-01;2.2;159.0;0.0;0.0;28272.32
353780 PIEDADE;2025/Jul;251.0;2025-07-01;3.5;889.0;18.0;7.17;115067.83
353790 PILAR DO SUL;2025/Jul;77.0;2025-07-01;2.3;176.0;2.0;2.6;41681.28
353800 PINDAMONHANGABA;2025/Jul;573.0;2025-07-01;5.5;3123.0;26.0;4.54;831079.98
353860 PIRACAIA;2025/Jul;37.0;2025-07-01;3.2;120.0;3.0;8.11;12056.58
353870 PIRACICABA;2025/Jul;2959.0;2025-07-01;3.4;10199.0;142.0;4.8;6584228.96
353880 PIRAJU;2025/Jul;172.0;2025-07-01;3.2;551.0;9.0;5.23;89310.15
353890 PIRAJUI;2025/Jul;152.0;2025-07-01;1.7;264.0;8.0;5.26;78564.58
353900 PIRANGI;2025/Jul;98.0;2025-07-01;2.4;235.0;2.0;2.04;99023.64
353930 PIRASSUNUNGA;2025/Jul;234.0;2025-07-01;5.0;1180.0;27.0;11.54;327808.72
353940 PIRATININGA;2025/Jul;36.0;2025-07-01;4.3;154.0;1.0;2.78;9362.23
353950 PITANGUEIRAS;2025/Jul;112.0;2025-07-01;2.5;284.0;7.0;6.25;87111.31
354000 POMPEIA;2025/Jul;74.0;2025-07-01;2.6;193.0;7.0;9.46;33621.22
354020 PONTAL;2025/Jul;127.0;2025-07-01;1.9;239.0;4.0;3.15;67631.5
354040 POPULINA;2025/Jul;17.0;2025-07-01;3.4;57.0;0.0;0.0;8010.27
354060 PORTO FELIZ;2025/Jul;313.0;2025-07-01;2.5;795.0;7.0;2.24;276749.02
354070 PORTO FERREIRA;2025/Jul;187.0;2025-07-01;3.5;657.0;9.0;4.81;209476.39
354080 POTIRENDABA;2025/Jul;71.0;2025-07-01;2.3;164.0;2.0;2.82;27740.76
354100 PRAIA GRANDE;2025/Jul;774.0;2025-07-01;5.2;4022.0;41.0;5.3;906591.07
354120 PRESIDENTE BERNARDES;2025/Jul;124.0;2025-07-01;3.5;435.0;0.0;0.0;47388.36
354130 PRESIDENTE EPITACIO;2025/Jul;299.0;2025-07-01;3.1;913.0;20.0;6.69;184176.96
354140 PRESIDENTE PRUDENTE;2025/Jul;3616.0;2025-07-01;5.6;20181.0;186.0;5.14;7356938.43
354150 PRESIDENTE VENCESLAU;2025/Jul;187.0;2025-07-01;5.0;938.0;9.0;4.81;237006.37
354160 PROMISSAO;2025/Jul;342.0;2025-07-01;4.2;1453.0;21.0;6.14;407067.42
354190 QUELUZ;2025/Jul;15.0;2025-07-01;7.5;112.0;0.0;0.0;7122.99
354220 RANCHARIA;2025/Jul;412.0;2025-07-01;2.2;920.0;17.0;4.13;457200.41
354240 REGENTE FEIJO;2025/Jul;78.0;2025-07-01;3.2;252.0;1.0;1.28;27024.88
354260 REGISTRO;2025/Jul;880.0;2025-07-01;3.8;3351.0;29.0;3.3;968141.44
354290 RIBEIRAO BONITO;2025/Jul;23.0;2025-07-01;2.3;53.0;0.0;0.0;19219.54
354300 RIBEIRAO BRANCO;2025/Jul;32.0;2025-07-01;3.2;103.0;6.0;18.75;12154.14
354330 RIBEIRAO PIRES;2025/Jul;133.0;2025-07-01;6.8;903.0;22.0;16.54;99170.31
354340 RIBEIRAO PRETO;2025/Jul;8105.0;2025-07-01;4.4;36003.0;352.0;4.34;19286337.54
354380 RINOPOLIS;2025/Jul;21.0;2025-07-01;6.5;137.0;2.0;9.52;9457.41
354390 RIO CLARO;2025/Jul;932.0;2025-07-01;7.0;6490.0;44.0;4.72;1788610.92
354400 RIO DAS PEDRAS;2025/Jul;80.0;2025-07-01;1.8;143.0;7.0;8.75;20026.66
354420 RIOLANDIA;2025/Jul;19.0;2025-07-01;2.4;45.0;0.0;0.0;6701.0
354425 ROSANA;2025/Jul;298.0;2025-07-01;11.3;3359.0;12.0;4.03;213686.63
354490 SALES OLIVEIRA;2025/Jul;27.0;2025-07-01;2.0;54.0;0.0;0.0;11040.77
354500 SALESOPOLIS;2025/Jul;28.0;2025-07-01;2.4;68.0;3.0;10.71;10407.38
354520 SALTO;2025/Jul;616.0;2025-07-01;3.0;1854.0;32.0;5.19;574687.17
354530 SALTO DE PIRAPORA;2025/Jul;240.0;2025-07-01;2.0;480.0;4.0;1.67;236589.31
354540 SALTO GRANDE;2025/Jul;50.0;2025-07-01;2.9;143.0;0.0;0.0;20921.16
354560 SANTA ADELIA;2025/Jul;87.0;2025-07-01;3.1;272.0;4.0;4.6;121794.36
354580 SANTA BARBARA D'OESTE;2025/Jul;801.0;2025-07-01;2.4;1894.0;27.0;3.37;945182.93
354630 SANTA CRUZ DAS PALMEIRAS;2025/Jul;117.0;2025-07-01;3.1;360.0;6.0;5.13;63115.77
354640 SANTA CRUZ DO RIO PARDO;2025/Jul;366.0;2025-07-01;3.8;1388.0;18.0;4.92;518569.19
354660 SANTA FE DO SUL;2025/Jul;310.0;2025-07-01;5.1;1576.0;15.0;4.84;426341.8
354680 SANTA ISABEL;2025/Jul;156.0;2025-07-01;6.2;973.0;15.0;9.62;239327.31
354730 SANTANA DE PARNAIBA;2025/Jul;307.0;2025-07-01;4.4;1357.0;10.0;3.26;116622.66
354750 SANTA RITA DO PASSA QUATRO;2025/Jul;144.0;2025-07-01;18.7;2688.0;8.0;5.56;170674.36
354760 SANTA ROSA DE VITERBO;2025/Jul;83.0;2025-07-01;4.0;330.0;3.0;3.61;28758.37
354770 SANTO ANASTACIO;2025/Jul;158.0;2025-07-01;3.1;494.0;1.0;0.63;66718.93
354780 SANTO ANDRE;2025/Jul;4109.0;2025-07-01;4.5;18511.0;289.0;7.03;8207739.62
354790 SANTO ANTONIO DA ALEGRIA;2025/Jul;11.0;2025-07-01;2.5;28.0;0.0;0.0;5089.32
354850 SANTOS;2025/Jul;3103.0;2025-07-01;5.7;17690.0;149.0;4.8;6601714.68
354860 SAO BENTO DO SAPUCAI;2025/Jul;53.0;2025-07-01;4.2;222.0;8.0;15.09;22418.99
354870 SAO BERNARDO DO CAMPO;2025/Jul;3557.0;2025-07-01;6.0;21277.0;216.0;6.07;9119362.24
354880 SAO CAETANO DO SUL;2025/Jul;1223.0;2025-07-01;4.3;5220.0;78.0;6.38;1657651.14
354890 SAO CARLOS;2025/Jul;1812.0;2025-07-01;3.7;6782.0;97.0;5.35;3418506.2
354910 SAO JOAO DA BOA VISTA;2025/Jul;579.0;2025-07-01;3.9;2235.0;53.0;9.15;1030897.02
354940 SAO JOAQUIM DA BARRA;2025/Jul;357.0;2025-07-01;3.6;1285.0;27.0;7.56;609968.46
354970 SAO JOSE DO RIO PARDO;2025/Jul;365.0;2025-07-01;3.4;1257.0;24.0;6.58;391363.97
354980 SAO JOSE DO RIO PRETO;2025/Jul;8027.0;2025-07-01;4.8;38170.0;324.0;4.04;26471940.96
354990 SAO JOSE DOS CAMPOS;2025/Jul;5110.0;2025-07-01;4.5;22993.0;243.0;4.76;10899705.3
355000 SAO LUIS DO PARAITINGA;2025/Jul;15.0;2025-07-01;3.8;57.0;1.0;6.67;6368.4
355010 SAO MANUEL;2025/Jul;185.0;2025-07-01;3.6;667.0;25.0;13.51;197848.98
355020 SAO MIGUEL ARCANJO;2025/Jul;124.0;2025-07-01;10.7;1332.0;11.0;8.87;78522.5
355030 SAO PAULO;2025/Jul;63477.0;2025-07-01;5.3;336778.0;3257.0;5.13;154300460.84
355040 SAO PEDRO;2025/Jul;393.0;2025-07-01;1.7;668.0;11.0;2.8;776105.21
355060 SAO ROQUE;2025/Jul;403.0;2025-07-01;4.2;1683.0;25.0;6.2;421900.42
355070 SAO SEBASTIAO;2025/Jul;537.0;2025-07-01;3.8;2038.0;11.0;2.05;513761.23
355080 SAO SEBASTIAO DA GRAMA;2025/Jul;65.0;2025-07-01;2.2;142.0;3.0;4.62;25612.46
355090 SAO SIMAO;2025/Jul;34.0;2025-07-01;4.6;158.0;4.0;11.76;18161.15
355100 SAO VICENTE;2025/Jul;850.0;2025-07-01;4.4;3757.0;44.0;5.18;1001425.14
355150 SERRANA;2025/Jul;313.0;2025-07-01;5.0;1565.0;18.0;5.75;374051.39
355160 SERRA NEGRA;2025/Jul;193.0;2025-07-01;2.6;493.0;12.0;6.22;111648.0
355170 SERTAOZINHO;2025/Jul;582.0;2025-07-01;3.4;2003.0;36.0;6.19;786769.96
355200 SILVEIRAS;2025/Jul;3.0;2025-07-01;4.7;14.0;0.0;0.0;1383.52
355210 SOCORRO;2025/Jul;321.0;2025-07-01;2.3;733.0;16.0;4.98;294406.93
355220 SOROCABA;2025/Jul;5285.0;2025-07-01;5.2;27475.0;355.0;6.72;11251036.12
355230 SUD MENNUCCI;2025/Jul;27.0;2025-07-01;3.5;95.0;2.0;7.41;13840.06
355240 SUMARE;2025/Jul;1150.0;2025-07-01;4.8;5500.0;35.0;3.04;2487479.2
355250 SUZANO;2025/Jul;811.0;2025-07-01;6.8;5504.0;65.0;8.01;1085137.24
355260 TABAPUA;2025/Jul;70.0;2025-07-01;3.8;267.0;0.0;0.0;57469.46
355270 TABATINGA;2025/Jul;93.0;2025-07-01;3.0;276.0;7.0;7.53;69328.39
355280 TABOAO DA SERRA;2025/Jul;1842.0;2025-07-01;4.7;8677.0;87.0;4.72;3268734.5
355300 TAGUAI;2025/Jul;63.0;2025-07-01;3.3;208.0;2.0;3.17;28336.95
355330 TAMBAU;2025/Jul;116.0;2025-07-01;2.6;301.0;5.0;4.31;56363.0
355340 TANABI;2025/Jul;103.0;2025-07-01;4.6;476.0;0.0;0.0;56011.29
355360 TAPIRATIBA;2025/Jul;31.0;2025-07-01;3.5;107.0;0.0;0.0;17075.86
355370 TAQUARITINGA;2025/Jul;353.0;2025-07-01;3.4;1210.0;10.0;2.83;255720.46
355380 TAQUARITUBA;2025/Jul;189.0;2025-07-01;2.4;453.0;6.0;3.17;67712.51
355400 TATUI;2025/Jul;425.0;2025-07-01;3.5;1477.0;18.0;4.24;342265.79
355410 TAUBATE;2025/Jul;2088.0;2025-07-01;4.0;8328.0;87.0;4.17;4754135.21
355430 TEODORO SAMPAIO;2025/Jul;97.0;2025-07-01;3.8;365.0;6.0;6.19;35103.69
355440 TERRA ROXA;2025/Jul;5.0;2025-07-01;4.2;21.0;1.0;20.0;2499.42
355450 TIETE;2025/Jul;198.0;2025-07-01;2.7;543.0;14.0;7.07;87440.58
355470 TORRINHA;2025/Jul;7.0;2025-07-01;5.7;40.0;2.0;28.57;3179.96
355500 TUPA;2025/Jul;668.0;2025-07-01;4.2;2782.0;56.0;8.38;1053345.41
355510 TUPI PAULISTA;2025/Jul;106.0;2025-07-01;4.6;489.0;6.0;5.66;59096.59
355540 UBATUBA;2025/Jul;437.0;2025-07-01;3.0;1323.0;18.0;4.12;256863.87
355580 URANIA;2025/Jul;28.0;2025-07-01;3.5;98.0;0.0;0.0;10751.52
355600 URUPES;2025/Jul;83.0;2025-07-01;2.8;230.0;3.0;3.61;76596.42
355620 VALINHOS;2025/Jul;393.0;2025-07-01;5.4;2136.0;30.0;7.63;601962.86
355630 VALPARAISO;2025/Jul;77.0;2025-07-01;2.9;224.0;5.0;6.49;46755.53
355640 VARGEM GRANDE DO SUL;2025/Jul;203.0;2025-07-01;3.8;771.0;20.0;9.85;118536.89
355650 VARZEA PAULISTA;2025/Jul;67.0;2025-07-01;3.8;252.0;11.0;16.42;21803.73
355670 VINHEDO;2025/Jul;488.0;2025-07-01;3.5;1729.0;32.0;6.56;486027.98
355680 VIRADOURO;2025/Jul;25.0;2025-07-01;5.2;130.0;2.0;8.0;12465.87
355700 VOTORANTIM;2025/Jul;319.0;2025-07-01;4.5;1436.0;17.0;5.33;319799.41
355710 VOTUPORANGA;2025/Jul;995.0;2025-07-01;3.5;3529.0;62.0;6.23;1921764.87
355720 CHAVANTES;2025/Jul;101.0;2025-07-01;2.6;267.0;4.0;3.96;53432.58
350010 ADAMANTINA;2025/Ago;427.0;2025-08-01;8.9;3783.0;16.0;3.75;661531.58
350030 AGUAI;2025/Ago;35.0;2025-08-01;6.9;241.0;0.0;0.0;21996.35
350050 AGUAS DE LINDOIA;2025/Ago;94.0;2025-08-01;4.4;414.0;10.0;10.64;42656.64
350070 AGUDOS;2025/Ago;103.0;2025-08-01;1.8;181.0;0.0;0.0;51311.39
350100 ALTINOPOLIS;2025/Ago;157.0;2025-08-01;2.0;316.0;4.0;2.55;51066.01
350110 ALTO ALEGRE;2025/Ago;1.0;2025-08-01;11.0;11.0;0.0;0.0;582.42
350130 ALVARES MACHADO;2025/Ago;60.0;2025-08-01;3.8;227.0;3.0;5.0;24203.05
350160 AMERICANA;2025/Ago;850.0;2025-08-01;4.1;3483.0;54.0;6.35;1020034.7
350170 AMERICO BRASILIENSE;2025/Ago;528.0;2025-08-01;3.3;1748.0;13.0;2.46;530862.96
350190 AMPARO;2025/Ago;413.0;2025-08-01;14.3;5902.0;24.0;5.81;791081.01
350210 ANDRADINA;2025/Ago;300.0;2025-08-01;3.9;1170.0;23.0;7.67;327860.36
350220 ANGATUBA;2025/Ago;151.0;2025-08-01;3.2;482.0;17.0;11.26;65079.66
350250 APARECIDA;2025/Ago;379.0;2025-08-01;3.5;1321.0;19.0;5.01;514472.16
350260 APARECIDA D'OESTE;2025/Ago;11.0;2025-08-01;3.2;35.0;2.0;18.18;5537.37
350270 APIAI;2025/Ago;256.0;2025-08-01;2.8;721.0;16.0;6.25;149887.25
350280 ARACATUBA;2025/Ago;1172.0;2025-08-01;5.9;6915.0;119.0;10.15;4053158.63
350310 ARANDU;2025/Ago;11.0;2025-08-01;5.3;58.0;1.0;9.09;3979.93
350320 ARARAQUARA;2025/Ago;1714.0;2025-08-01;3.9;6767.0;86.0;5.02;4342139.49
350330 ARARAS;2025/Ago;607.0;2025-08-01;4.7;2835.0;42.0;6.92;1141288.73
350340 AREALVA;2025/Ago;25.0;2025-08-01;1.7;43.0;1.0;4.0;6364.28
350390 ARUJA;2025/Ago;0.0;2025-08-01;0.0;0.0;0.0;0.0;0.0
350400 ASSIS;2025/Ago;932.0;2025-08-01;4.5;4181.0;58.0;6.22;1508533.5
350410 ATIBAIA;2025/Ago;398.0;2025-08-01;4.7;1886.0;34.0;8.54;412991.56
350420 AURIFLAMA;2025/Ago;228.0;2025-08-01;2.0;446.0;5.0;2.19;220447.99
350450 AVARE;2025/Ago;653.0;2025-08-01;3.8;2485.0;46.0;7.04;1093909.01
350520 BARIRI;2025/Ago;205.0;2025-08-01;3.1;644.0;12.0;5.85;107303.36
350530 BARRA BONITA;2025/Ago;202.0;2025-08-01;2.7;553.0;17.0;8.42;136812.93
350550 BARRETOS;2025/Ago;2643.0;2025-08-01;4.9;12992.0;194.0;7.34;8354062.41
350570 BARUERI;2025/Ago;3426.0;2025-08-01;3.9;13332.0;124.0;3.62;2982855.3
350580 BASTOS;2025/Ago;100.0;2025-08-01;2.3;227.0;1.0;1.0;44070.56
350590 BATATAIS;2025/Ago;345.0;2025-08-01;4.1;1404.0;21.0;6.09;442783.1
350600 BAURU;2025/Ago;3553.0;2025-08-01;5.5;19379.0;153.0;4.31;6618315.69
350610 BEBEDOURO;2025/Ago;789.0;2025-08-01;3.0;2379.0;34.0;4.31;893104.51
350630 BERNARDINO DE CAMPOS;2025/Ago;77.0;2025-08-01;3.4;264.0;11.0;14.29;65620.2
350635 BERTIOGA;2025/Ago;264.0;2025-08-01;3.6;946.0;15.0;5.68;130232.62
350640 BILAC;2025/Ago;29.0;2025-08-01;3.3;97.0;1.0;3.45;11651.88
350650 BIRIGUI;2025/Ago;420.0;2025-08-01;4.8;2029.0;23.0;5.48;467999.92
350670 BOA ESPERANCA DO SUL;2025/Ago;11.0;2025-08-01;3.4;37.0;2.0;18.18;4714.92
350680 BOCAINA;2025/Ago;11.0;2025-08-01;4.5;49.0;1.0;9.09;6140.22
350700 BOITUVA;2025/Ago;192.0;2025-08-01;3.2;610.0;10.0;5.21;133388.34
350710 BOM JESUS DOS PERDOES;2025/Ago;24.0;2025-08-01;7.3;174.0;3.0;12.5;9541.45
350740 BORBOREMA;2025/Ago;69.0;2025-08-01;3.4;232.0;2.0;2.9;33817.63
350750 BOTUCATU;2025/Ago;2604.0;2025-08-01;6.0;15495.0;135.0;5.18;7840406.76
350760 BRAGANCA PAULISTA;2025/Ago;1629.0;2025-08-01;3.5;5739.0;82.0;5.03;3174811.6
350790 BROTAS;2025/Ago;66.0;2025-08-01;5.4;358.0;7.0;10.61;41190.86
350810 BURITAMA;2025/Ago;125.0;2025-08-01;2.7;335.0;4.0;3.2;69735.01
350840 CABREUVA;2025/Ago;30.0;2025-08-01;2.0;60.0;0.0;0.0;11930.71
350850 CACAPAVA;2025/Ago;289.0;2025-08-01;4.8;1376.0;18.0;6.23;294959.54
350870 CACONDE;2025/Ago;175.0;2025-08-01;3.8;669.0;7.0;4.0;215064.91
350880 CAFELANDIA;2025/Ago;86.0;2025-08-01;2.5;216.0;6.0;6.98;32872.41
350900 CAIEIRAS;2025/Ago;383.0;2025-08-01;2.8;1073.0;16.0;4.18;209430.27
350920 CAJAMAR;2025/Ago;331.0;2025-08-01;3.5;1166.0;14.0;4.23;119551.75
350930 CAJOBI;2025/Ago;50.0;2025-08-01;2.5;125.0;2.0;4.0;21847.3
350940 CAJURU;2025/Ago;301.0;2025-08-01;3.1;923.0;6.0;1.99;168295.91
350950 CAMPINAS;2025/Ago;7368.0;2025-08-01;5.5;40388.0;384.0;5.21;20272751.63
350960 CAMPO LIMPO PAULISTA;2025/Ago;313.0;2025-08-01;3.7;1152.0;16.0;5.11;312966.99
350970 CAMPOS DO JORDAO;2025/Ago;233.0;2025-08-01;24.8;5775.0;12.0;5.15;542967.79
351000 CANDIDO MOTA;2025/Ago;216.0;2025-08-01;2.5;530.0;8.0;3.7;146070.12
351020 CAPAO BONITO;2025/Ago;235.0;2025-08-01;3.4;790.0;21.0;8.94;248312.79
351040 CAPIVARI;2025/Ago;250.0;2025-08-01;3.4;845.0;17.0;6.8;280756.47
351050 CARAGUATATUBA;2025/Ago;2050.0;2025-08-01;3.0;6081.0;73.0;3.56;2396641.95
351060 CARAPICUIBA;2025/Ago;1318.0;2025-08-01;3.2;4241.0;34.0;2.58;1749474.09
351070 CARDOSO;2025/Ago;28.0;2025-08-01;3.2;90.0;1.0;3.57;12383.9
351080 CASA BRANCA;2025/Ago;218.0;2025-08-01;10.0;2185.0;5.0;2.29;240789.15
351100 CASTILHO;2025/Ago;111.0;2025-08-01;1.9;216.0;4.0;3.6;59222.23
351110 CATANDUVA;2025/Ago;1574.0;2025-08-01;7.2;11272.0;104.0;6.61;3769385.45
351140 CERQUEIRA CESAR;2025/Ago;125.0;2025-08-01;3.1;390.0;6.0;4.8;69125.94
351150 CERQUILHO;2025/Ago;77.0;2025-08-01;4.9;374.0;7.0;9.09;39157.93
351160 CESARIO LANGE;2025/Ago;40.0;2025-08-01;2.7;109.0;2.0;5.0;24184.91
351170 CHARQUEADA;2025/Ago;29.0;2025-08-01;4.3;125.0;2.0;6.9;9948.36
351190 CLEMENTINA;2025/Ago;19.0;2025-08-01;2.9;56.0;0.0;0.0;7784.64
351200 COLINA;2025/Ago;85.0;2025-08-01;3.8;326.0;5.0;5.88;139837.13
351210 COLOMBIA;2025/Ago;3.0;2025-08-01;3.3;10.0;1.0;33.33;349.62
351220 CONCHAL;2025/Ago;249.0;2025-08-01;1.8;460.0;7.0;2.81;182465.57
351230 CONCHAS;2025/Ago;25.0;2025-08-01;4.9;123.0;3.0;12.0;10522.16
351280 COSMOPOLIS;2025/Ago;176.0;2025-08-01;3.6;634.0;14.0;7.95;152754.07
351300 COTIA;2025/Ago;1155.0;2025-08-01;3.8;4410.0;55.0;4.76;1195919.68
351310 CRAVINHOS;2025/Ago;32.0;2025-08-01;6.7;215.0;2.0;6.25;16198.37
351340 CRUZEIRO;2025/Ago;480.0;2025-08-01;5.6;2666.0;40.0;8.33;730133.54
351350 CUBATAO;2025/Ago;546.0;2025-08-01;6.0;3259.0;20.0;3.66;674932.8
351360 CUNHA;2025/Ago;112.0;2025-08-01;3.0;339.0;8.0;7.14;69249.38
351370 DESCALVADO;2025/Ago;126.0;2025-08-01;2.5;318.0;5.0;3.97;97448.2
351380 DIADEMA;2025/Ago;2008.0;2025-08-01;5.0;10126.0;89.0;4.43;3257341.91
351390 DIVINOLANDIA;2025/Ago;422.0;2025-08-01;1.6;674.0;4.0;0.95;576070.13
351410 DOIS CORREGOS;2025/Ago;103.0;2025-08-01;4.1;427.0;10.0;9.71;47940.07
351440 DRACENA;2025/Ago;245.0;2025-08-01;5.8;1409.0;24.0;9.8;501537.5
351450 DUARTINA;2025/Ago;149.0;2025-08-01;1.7;251.0;6.0;4.03;43789.52
351500 EMBU DAS ARTES;2025/Ago;305.0;2025-08-01;4.3;1324.0;20.0;6.56;134476.22
351510 EMBU-GUACU;2025/Ago;105.0;2025-08-01;0.7;69.0;12.0;11.43;42158.97
351518 ESPIRITO SANTO DO PINHAL;2025/Ago;390.0;2025-08-01;24.5;9557.0;19.0;4.87;881502.78
351520 ESTRELA D'OESTE;2025/Ago;58.0;2025-08-01;4.1;239.0;0.0;0.0;31729.76
351540 FARTURA;2025/Ago;78.0;2025-08-01;3.2;251.0;3.0;3.85;33499.82
