municipio;periodo;internacoes;periodo_data;media_permanencia;dias_permanencia;obitos;taxa_mortalidade;valor_total
355010 SAO MANUEL;2024/Nov;125.0;2024-11-01;5.1;632.0;11.0;8.8;166700.78
355020 SAO MIGUEL ARCANJO;2024/Nov;95.0;2024-11-01;15.2;1442.0;9.0;9.47;60513.54
355030 SAO PAULO;2024/Nov;59764.0;2024-11-01;5.3;318213.0;2831.0;4.74;133624256.96
355040 SAO PEDRO;2024/Nov;262.0;2024-11-01;1.6;418.0;6.0;2.29;247751.79
355060 SAO ROQUE;2024/Nov;380.0;2024-11-01;4.3;1651.0;32.0;8.42;368670.62
355070 SAO SEBASTIAO;2024/Nov;407.0;2024-11-01;3.6;1449.0;10.0;2.46;419982.38
355080 SAO SEBASTIAO DA GRAMA;2024/Nov;48.0;2024-11-01;3.9;188.0;2.0;4.17;15700.04
355090 SAO SIMAO;2024/Nov;35.0;2024-11-01;6.0;209.0;3.0;8.57;20951.31
355100 SAO VICENTE;2024/Nov;846.0;2024-11-01;4.9;4125.0;36.0;4.26;1114747.75
355150 SERRANA;2024/Nov;362.0;2024-11-01;4.1;1480.0;10.0;2.76;363916.99
355160 SERRA NEGRA;2024/Nov;99.0;2024-11-01;3.6;355.0;7.0;7.07;42518.85
355170 SERTAOZINHO;2024/Nov;493.0;2024-11-01;3.1;1541.0;27.0;5.48;759869.58
355200 SILVEIRAS;2024/Nov;4.0;2024-11-01;3.0;12.0;1.0;25.0;1473.95
355210 SOCORRO;2024/Nov;245.0;2024-11-01;2.1;513.0;15.0;6.12;188055.96
355220 SOROCABA;2024/Nov;4767.0;2024-11-01;5.2;24692.0;293.0;6.15;9748226.4
355230 SUD MENNUCCI;2024/Nov;17.0;2024-11-01;2.8;47.0;0.0;0.0;8548.1
355240 SUMARE;2024/Nov;1036.0;2024-11-01;4.7;4911.0;45.0;4.34;1949966.32
355250 SUZANO;2024/Nov;833.0;2024-11-01;6.9;5725.0;54.0;6.48;911179.17
355260 TABAPUA;2024/Nov;57.0;2024-11-01;3.5;199.0;3.0;5.26;28778.19
355270 TABATINGA;2024/Nov;56.0;2024-11-01;4.1;230.0;2.0;3.57;44063.45
355280 TABOAO DA SERRA;2024/Nov;1787.0;2024-11-01;4.8;8596.0;76.0;4.25;2909314.18
355300 TAGUAI;2024/Nov;49.0;2024-11-01;3.4;166.0;3.0;6.12;21124.08
355330 TAMBAU;2024/Nov;108.0;2024-11-01;2.5;273.0;3.0;2.78;46865.74
355340 TANABI;2024/Nov;78.0;2024-11-01;9.3;728.0;1.0;1.28;59417.11
355360 TAPIRATIBA;2024/Nov;24.0;2024-11-01;3.1;75.0;2.0;8.33;14212.41
355370 TAQUARITINGA;2024/Nov;319.0;2024-11-01;3.0;955.0;12.0;3.76;183833.63
355380 TAQUARITUBA;2024/Nov;142.0;2024-11-01;2.8;392.0;2.0;1.41;52209.67
355400 TATUI;2024/Nov;408.0;2024-11-01;4.1;1674.0;21.0;5.15;378924.86
355410 TAUBATE;2024/Nov;1825.0;2024-11-01;4.4;8034.0;94.0;5.15;3970140.71
355430 TEODORO SAMPAIO;2024/Nov;89.0;2024-11-01;3.2;282.0;3.0;3.37;25665.96
355440 TERRA ROXA;2024/Nov;3.0;2024-11-01;4.0;12.0;0.0;0.0;1489.74
355450 TIETE;2024/Nov;161.0;2024-11-01;2.7;440.0;5.0;3.11;77052.4
355470 TORRINHA;2024/Nov;6.0;2024-11-01;3.2;19.0;0.0;0.0;1137.47
355500 TUPA;2024/Nov;662.0;2024-11-01;5.7;3786.0;38.0;5.74;1107330.73
355510 TUPI PAULISTA;2024/Nov;78.0;2024-11-01;4.5;348.0;4.0;5.13;43805.55
355540 UBATUBA;2024/Nov;393.0;2024-11-01;3.1;1224.0;22.0;5.6;257292.26
355580 URANIA;2024/Nov;26.0;2024-11-01;2.8;72.0;2.0;7.69;9165.8
355600 URUPES;2024/Nov;39.0;2024-11-01;5.1;197.0;2.0;5.13;18078.99
355620 VALINHOS;2024/Nov;350.0;2024-11-01;5.1;1779.0;27.0;7.71;548876.09
355630 VALPARAISO;2024/Nov;80.0;2024-11-01;2.8;221.0;4.0;5.0;39096.16
355640 VARGEM GRANDE DO SUL;2024/Nov;164.0;2024-11-01;4.4;726.0;8.0;4.88;88128.62
355650 VARZEA PAULISTA;2024/Nov;78.0;2024-11-01;3.9;308.0;8.0;10.26;24910.73
355670 VINHEDO;2024/Nov;484.0;2024-11-01;3.2;1535.0;20.0;4.13;433356.92
355680 VIRADOURO;2024/Nov;24.0;2024-11-01;3.1;75.0;0.0;0.0;9179.4
355700 VOTORANTIM;2024/Nov;322.0;2024-11-01;4.3;1375.0;24.0;7.45;330341.66
355710 VOTUPORANGA;2024/Nov;877.0;2024-11-01;3.9;3426.0;56.0;6.39;1595195.97
355720 CHAVANTES;2024/Nov;91.0;2024-11-01;2.9;261.0;5.0;5.49;35134.46
350010 ADAMANTINA;2024/Dez;389.0;2024-12-01;8.4;3284.0;23.0;5.91;461850.66
350030 AGUAI;2024/Dez;49.0;2024-12-01;4.6;225.0;2.0;4.08;21949.56
350050 AGUAS DE LINDOIA;2024/Dez;84.0;2024-12-01;4.1;348.0;7.0;8.33;37182.96
350070 AGUDOS;2024/Dez;72.0;2024-12-01;1.6;112.0;0.0;0.0;30675.97
350100 ALTINOPOLIS;2024/Dez;159.0;2024-12-01;2.1;333.0;3.0;1.89;42070.28
350110 ALTO ALEGRE;2024/Dez;4.0;2024-12-01;2.5;10.0;0.0;0.0;1965.94
350130 ALVARES MACHADO;2024/Dez;45.0;2024-12-01;2.8;128.0;2.0;4.44;10618.54
350160 AMERICANA;2024/Dez;687.0;2024-12-01;4.9;3356.0;64.0;9.32;731759.55
350170 AMERICO BRASILIENSE;2024/Dez;312.0;2024-12-01;3.9;1215.0;8.0;2.56;326695.53
350190 AMPARO;2024/Dez;452.0;2024-12-01;12.2;5496.0;25.0;5.53;642361.1
350210 ANDRADINA;2024/Dez;286.0;2024-12-01;4.0;1132.0;26.0;9.09;305355.7
350220 ANGATUBA;2024/Dez;98.0;2024-12-01;3.4;338.0;4.0;4.08;38997.9
350250 APARECIDA;2024/Dez;248.0;2024-12-01;3.5;858.0;10.0;4.03;331771.73
350260 APARECIDA D'OESTE;2024/Dez;14.0;2024-12-01;2.5;35.0;0.0;0.0;4394.69
350270 APIAI;2024/Dez;256.0;2024-12-01;3.0;771.0;6.0;2.34;139099.77
350280 ARACATUBA;2024/Dez;1023.0;2024-12-01;6.8;6992.0;118.0;11.53;3233602.14
350310 ARANDU;2024/Dez;7.0;2024-12-01;4.3;30.0;0.0;0.0;2859.88
350320 ARARAQUARA;2024/Dez;1619.0;2024-12-01;3.7;5937.0;75.0;4.63;3117660.05
350330 ARARAS;2024/Dez;494.0;2024-12-01;4.2;2064.0;35.0;7.09;1054281.96
350340 AREALVA;2024/Dez;16.0;2024-12-01;2.1;34.0;0.0;0.0;5050.76
350390 ARUJA;2024/Dez;153.0;2024-12-01;2.7;414.0;5.0;3.27;72457.5
350400 ASSIS;2024/Dez;705.0;2024-12-01;4.1;2870.0;41.0;5.82;1156405.54
350410 ATIBAIA;2024/Dez;310.0;2024-12-01;4.1;1258.0;25.0;8.06;241945.27
350420 AURIFLAMA;2024/Dez;192.0;2024-12-01;1.6;308.0;1.0;0.52;151273.58
350450 AVARE;2024/Dez;551.0;2024-12-01;4.1;2268.0;22.0;3.99;836401.99
350520 BARIRI;2024/Dez;113.0;2024-12-01;2.5;282.0;6.0;5.31;51800.22
350530 BARRA BONITA;2024/Dez;149.0;2024-12-01;2.4;365.0;8.0;5.37;87459.6
350550 BARRETOS;2024/Dez;2236.0;2024-12-01;5.0;11266.0;166.0;7.42;7175222.63
350570 BARUERI;2024/Dez;2295.0;2024-12-01;4.4;10049.0;104.0;4.53;2182191.02
350580 BASTOS;2024/Dez;104.0;2024-12-01;1.8;191.0;2.0;1.92;45390.76
350590 BATATAIS;2024/Dez;303.0;2024-12-01;3.1;940.0;14.0;4.62;317243.22
350600 BAURU;2024/Dez;3199.0;2024-12-01;5.9;18854.0;109.0;3.41;5939653.25
350610 BEBEDOURO;2024/Dez;607.0;2024-12-01;2.8;1687.0;24.0;3.95;441664.65
350630 BERNARDINO DE CAMPOS;2024/Dez;53.0;2024-12-01;3.2;172.0;11.0;20.75;31528.44
350635 BERTIOGA;2024/Dez;248.0;2024-12-01;3.7;910.0;18.0;7.26;105000.56
350640 BILAC;2024/Dez;29.0;2024-12-01;3.6;103.0;0.0;0.0;12190.91
350650 BIRIGUI;2024/Dez;340.0;2024-12-01;4.8;1619.0;17.0;5.0;402334.21
350670 BOA ESPERANCA DO SUL;2024/Dez;1.0;2024-12-01;2.0;2.0;0.0;0.0;366.35
350680 BOCAINA;2024/Dez;11.0;2024-12-01;3.3;36.0;0.0;0.0;6339.49
350700 BOITUVA;2024/Dez;140.0;2024-12-01;3.0;414.0;8.0;5.71;76960.02
350710 BOM JESUS DOS PERDOES;2024/Dez;15.0;2024-12-01;6.9;103.0;1.0;6.67;5072.46
350740 BORBOREMA;2024/Dez;44.0;2024-12-01;3.9;170.0;4.0;9.09;19089.39
350750 BOTUCATU;2024/Dez;2128.0;2024-12-01;6.1;12998.0;132.0;6.2;6684400.6
350760 BRAGANCA PAULISTA;2024/Dez;1424.0;2024-12-01;3.8;5349.0;94.0;6.6;2930395.05
350790 BROTAS;2024/Dez;54.0;2024-12-01;4.0;214.0;0.0;0.0;28188.52
350810 BURITAMA;2024/Dez;61.0;2024-12-01;3.7;228.0;4.0;6.56;33261.7
350840 CABREUVA;2024/Dez;51.0;2024-12-01;2.7;140.0;1.0;1.96;23016.16
350850 CACAPAVA;2024/Dez;237.0;2024-12-01;3.7;866.0;22.0;9.28;187998.78
350870 CACONDE;2024/Dez;70.0;2024-12-01;2.8;196.0;4.0;5.71;104597.65
350880 CAFELANDIA;2024/Dez;68.0;2024-12-01;2.9;196.0;5.0;7.35;26795.03
350900 CAIEIRAS;2024/Dez;345.0;2024-12-01;2.7;921.0;5.0;1.45;161750.55
350920 CAJAMAR;2024/Dez;231.0;2024-12-01;3.5;799.0;13.0;5.63;99322.35
350930 CAJOBI;2024/Dez;28.0;2024-12-01;2.2;62.0;2.0;7.14;10775.17
350940 CAJURU;2024/Dez;270.0;2024-12-01;3.4;906.0;7.0;2.59;127132.35
350950 CAMPINAS;2024/Dez;6438.0;2024-12-01;6.0;38396.0;353.0;5.48;17055247.48
350960 CAMPO LIMPO PAULISTA;2024/Dez;362.0;2024-12-01;3.0;1080.0;20.0;5.52;331599.18
350970 CAMPOS DO JORDAO;2024/Dez;207.0;2024-12-01;20.2;4183.0;13.0;6.28;403120.46
351000 CANDIDO MOTA;2024/Dez;135.0;2024-12-01;3.3;452.0;8.0;5.93;93145.03
351020 CAPAO BONITO;2024/Dez;194.0;2024-12-01;3.7;727.0;11.0;5.67;204217.41
351040 CAPIVARI;2024/Dez;234.0;2024-12-01;2.8;666.0;21.0;8.97;248084.5
351050 CARAGUATATUBA;2024/Dez;1654.0;2024-12-01;3.5;5864.0;70.0;4.23;2054300.24
351060 CARAPICUIBA;2024/Dez;1559.0;2024-12-01;3.3;5136.0;59.0;3.78;1401474.04
351070 CARDOSO;2024/Dez;28.0;2024-12-01;2.9;80.0;1.0;3.57;12825.67
351080 CASA BRANCA;2024/Dez;183.0;2024-12-01;12.7;2319.0;5.0;2.73;178588.54
351100 CASTILHO;2024/Dez;42.0;2024-12-01;3.2;133.0;5.0;11.9;20410.87
351110 CATANDUVA;2024/Dez;1433.0;2024-12-01;9.5;13543.0;99.0;6.91;3418547.75
351140 CERQUEIRA CESAR;2024/Dez;115.0;2024-12-01;3.5;399.0;4.0;3.48;46390.49
351150 CERQUILHO;2024/Dez;38.0;2024-12-01;4.4;168.0;1.0;2.63;13381.71
351160 CESARIO LANGE;2024/Dez;42.0;2024-12-01;3.5;149.0;7.0;16.67;21416.81
351170 CHARQUEADA;2024/Dez;27.0;2024-12-01;3.4;91.0;2.0;7.41;8465.91
351190 CLEMENTINA;2024/Dez;25.0;2024-12-01;3.8;96.0;0.0;0.0;8969.18
351200 COLINA;2024/Dez;82.0;2024-12-01;4.0;326.0;7.0;8.54;139599.74
351210 COLOMBIA;2024/Dez;2.0;2024-12-01;2.5;5.0;0.0;0.0;88.44
351220 CONCHAL;2024/Dez;151.0;2024-12-01;1.8;274.0;5.0;3.31;73522.82
351230 CONCHAS;2024/Dez;23.0;2024-12-01;3.6;82.0;3.0;13.04;7321.09
351280 COSMOPOLIS;2024/Dez;150.0;2024-12-01;3.2;481.0;17.0;11.33;138665.62
351300 COTIA;2024/Dez;1112.0;2024-12-01;3.8;4213.0;40.0;3.6;1165514.75
351310 CRAVINHOS;2024/Dez;8.0;2024-12-01;25.5;204.0;0.0;0.0;5655.95
351340 CRUZEIRO;2024/Dez;463.0;2024-12-01;5.9;2742.0;37.0;7.99;739376.93
351350 CUBATAO;2024/Dez;474.0;2024-12-01;6.6;3124.0;39.0;8.23;644710.03
351360 CUNHA;2024/Dez;110.0;2024-12-01;2.9;321.0;4.0;3.64;58891.57
351370 DESCALVADO;2024/Dez;156.0;2024-12-01;2.5;388.0;3.0;1.92;75550.32
351380 DIADEMA;2024/Dez;1886.0;2024-12-01;5.4;10242.0;77.0;4.08;2479527.15
351390 DIVINOLANDIA;2024/Dez;279.0;2024-12-01;3.8;1065.0;5.0;1.79;260758.58
351410 DOIS CORREGOS;2024/Dez;86.0;2024-12-01;4.1;349.0;4.0;4.65;37850.03
351440 DRACENA;2024/Dez;271.0;2024-12-01;5.2;1398.0;35.0;12.92;532871.36
351450 DUARTINA;2024/Dez;123.0;2024-12-01;1.8;217.0;6.0;4.88;36438.26
351500 EMBU DAS ARTES;2024/Dez;270.0;2024-12-01;3.9;1063.0;20.0;7.41;128603.57
351510 EMBU-GUACU;2024/Dez;56.0;2024-12-01;1.1;59.0;2.0;3.57;20817.52
351518 ESPIRITO SANTO DO PINHAL;2024/Dez;305.0;2024-12-01;22.7;6932.0;17.0;5.57;695878.46
351520 ESTRELA D'OESTE;2024/Dez;92.0;2024-12-01;2.8;257.0;3.0;3.26;37074.1
351540 FARTURA;2024/Dez;63.0;2024-12-01;3.0;188.0;1.0;1.59;22071.42
351550 FERNANDOPOLIS;2024/Dez;501.0;2024-12-01;3.9;1949.0;27.0;5.39;601306.41
351570 FERRAZ DE VASCONCELOS;2024/Dez;552.0;2024-12-01;4.0;2227.0;21.0;3.8;408311.0
351600 FLORIDA PAULISTA;2024/Dez;77.0;2024-12-01;2.9;225.0;3.0;3.9;28525.28
351620 FRANCA;2024/Dez;1871.0;2024-12-01;5.8;10770.0;107.0;5.72;4378313.89
351630 FRANCISCO MORATO;2024/Dez;1002.0;2024-12-01;4.1;4146.0;40.0;3.99;842550.96
351640 FRANCO DA ROCHA;2024/Dez;554.0;2024-12-01;10.1;5592.0;46.0;8.3;745812.8
351660 GALIA;2024/Dez;11.0;2024-12-01;15.3;168.0;0.0;0.0;7083.37
351670 GARCA;2024/Dez;257.0;2024-12-01;21.2;5458.0;12.0;4.67;539459.72
351690 GENERAL SALGADO;2024/Dez;52.0;2024-12-01;3.5;184.0;1.0;1.92;19883.6
351700 GETULINA;2024/Dez;14.0;2024-12-01;4.5;63.0;1.0;7.14;3880.51
351740 GUAIRA;2024/Dez;247.0;2024-12-01;2.9;711.0;14.0;5.67;344943.02
351760 GUAPIARA;2024/Dez;16.0;2024-12-01;4.0;64.0;0.0;0.0;5996.15
351770 GUARA;2024/Dez;40.0;2024-12-01;2.2;88.0;0.0;0.0;19267.28
351780 GUARACAI;2024/Dez;46.0;2024-12-01;4.0;184.0;1.0;2.17;19121.3
351820 GUARARAPES;2024/Dez;144.0;2024-12-01;4.2;609.0;7.0;4.86;59502.91
351830 GUARAREMA;2024/Dez;93.0;2024-12-01;4.6;430.0;6.0;6.45;38391.07
351840 GUARATINGUETA;2024/Dez;510.0;2024-12-01;4.0;2020.0;34.0;6.67;925337.25
351860 GUARIBA;2024/Dez;101.0;2024-12-01;2.7;274.0;5.0;4.95;45893.61
351870 GUARUJA;2024/Dez;1329.0;2024-12-01;5.8;7674.0;80.0;6.02;2306681.23
351880 GUARULHOS;2024/Dez;4053.0;2024-12-01;5.6;22866.0;290.0;7.16;5547483.99
351900 HERCULANDIA;2024/Dez;56.0;2024-12-01;3.2;178.0;1.0;1.79;18037.26
351907 HORTOLANDIA;2024/Dez;412.0;2024-12-01;4.5;1843.0;30.0;7.28;396319.86
351910 IACANGA;2024/Dez;35.0;2024-12-01;2.6;90.0;1.0;2.86;10644.37
351930 IBATE;2024/Dez;65.0;2024-12-01;2.3;150.0;5.0;7.69;33203.6
351940 IBIRA;2024/Dez;44.0;2024-12-01;3.0;130.0;0.0;0.0;14490.45
351960 IBITINGA;2024/Dez;352.0;2024-12-01;2.9;1008.0;21.0;5.97;339708.97
351970 IBIUNA;2024/Dez;337.0;2024-12-01;3.4;1130.0;7.0;2.08;186749.94
351990 IEPE;2024/Dez;51.0;2024-12-01;3.0;155.0;3.0;5.88;17763.94
352010 IGARAPAVA;2024/Dez;93.0;2024-12-01;5.8;537.0;3.0;3.23;51879.99
352040 ILHABELA;2024/Dez;258.0;2024-12-01;2.8;732.0;11.0;4.26;207217.31
352044 ILHA SOLTEIRA;2024/Dez;227.0;2024-12-01;3.9;890.0;13.0;5.73;230508.05
352050 INDAIATUBA;2024/Dez;1694.0;2024-12-01;3.3;5597.0;49.0;2.89;1882656.06
352070 INDIAPORA;2024/Dez;39.0;2024-12-01;2.9;112.0;2.0;5.13;14391.33
352090 IPAUSSU;2024/Dez;34.0;2024-12-01;4.4;149.0;3.0;8.82;19858.6
352130 IPUA;2024/Dez;62.0;2024-12-01;2.7;168.0;1.0;1.61;28617.83
352170 ITABERA;2024/Dez;103.0;2024-12-01;2.0;210.0;3.0;2.91;52505.87
352180 ITAI;2024/Dez;52.0;2024-12-01;2.9;152.0;5.0;9.62;22280.05
352190 ITAJOBI;2024/Dez;88.0;2024-12-01;4.7;417.0;8.0;9.09;33259.56
352210 ITANHAEM;2024/Dez;960.0;2024-12-01;4.7;4504.0;62.0;6.46;1318781.39
352220 ITAPECERICA DA SERRA;2024/Dez;1297.0;2024-12-01;4.0;5224.0;69.0;5.32;1445107.2
352230 ITAPETININGA;2024/Dez;796.0;2024-12-01;6.0;4742.0;69.0;8.67;807745.05
352240 ITAPEVA;2024/Dez;736.0;2024-12-01;4.3;3150.0;62.0;8.42;1153925.87
352250 ITAPEVI;2024/Dez;1206.0;2024-12-01;4.5;5439.0;44.0;3.65;1116040.43
352260 ITAPIRA;2024/Dez;496.0;2024-12-01;24.0;11924.0;33.0;6.65;1195659.59
352270 ITAPOLIS;2024/Dez;209.0;2024-12-01;3.6;753.0;11.0;5.26;241081.62
352280 ITAPORANGA;2024/Dez;89.0;2024-12-01;2.2;192.0;5.0;5.62;39416.88
352290 ITAPUI;2024/Dez;9.0;2024-12-01;5.3;48.0;0.0;0.0;4620.74
352310 ITAQUAQUECETUBA;2024/Dez;1277.0;2024-12-01;6.2;7858.0;97.0;7.6;1693118.37
352320 ITARARE;2024/Dez;371.0;2024-12-01;1.2;463.0;9.0;2.43;234219.8
352340 ITATIBA;2024/Dez;459.0;2024-12-01;3.2;1489.0;19.0;4.14;469008.24
352350 ITATINGA;2024/Dez;27.0;2024-12-01;3.9;104.0;0.0;0.0;7557.48
352360 ITIRAPINA;2024/Dez;6.0;2024-12-01;3.0;18.0;0.0;0.0;2140.64
352390 ITU;2024/Dez;696.0;2024-12-01;6.8;4751.0;51.0;7.33;1098262.66
352400 ITUPEVA;2024/Dez;160.0;2024-12-01;3.1;491.0;3.0;1.88;70498.31
352410 ITUVERAVA;2024/Dez;285.0;2024-12-01;3.6;1017.0;22.0;7.72;391985.87
352420 JABORANDI;2024/Dez;8.0;2024-12-01;2.1;17.0;0.0;0.0;2612.27
352430 JABOTICABAL;2024/Dez;170.0;2024-12-01;3.9;665.0;10.0;5.88;172244.23
352440 JACAREI;2024/Dez;1052.0;2024-12-01;4.4;4608.0;56.0;5.32;1702212.65
352450 JACI;2024/Dez;58.0;2024-12-01;12.8;744.0;0.0;0.0;74980.73
352470 JAGUARIUNA;2024/Dez;191.0;2024-12-01;4.6;876.0;13.0;6.81;334532.27
352480 JALES;2024/Dez;644.0;2024-12-01;3.2;2088.0;54.0;8.39;1066817.16
352520 JARINU;2024/Dez;75.0;2024-12-01;3.0;224.0;5.0;6.67;15664.98
352530 JAU;2024/Dez;1954.0;2024-12-01;5.4;10644.0;105.0;5.37;5082261.83
352550 JOANOPOLIS;2024/Dez;22.0;2024-12-01;3.7;82.0;1.0;4.55;8578.23
352570 JOSE BONIFACIO;2024/Dez;157.0;2024-12-01;4.3;673.0;6.0;3.82;73167.53
352590 JUNDIAI;2024/Dez;3423.0;2024-12-01;4.7;16015.0;119.0;3.48;4761912.75
352600 JUNQUEIROPOLIS;2024/Dez;107.0;2024-12-01;4.4;468.0;2.0;1.87;56699.16
352640 LARANJAL PAULISTA;2024/Dez;131.0;2024-12-01;2.6;339.0;7.0;5.34;58301.51
352670 LEME;2024/Dez;405.0;2024-12-01;3.0;1219.0;23.0;5.68;359458.21
352680 LENCOIS PAULISTA;2024/Dez;192.0;2024-12-01;4.3;835.0;13.0;6.77;292755.2
352690 LIMEIRA;2024/Dez;1193.0;2024-12-01;4.4;5196.0;63.0;5.28;3327247.61
352710 LINS;2024/Dez;484.0;2024-12-01;6.3;3035.0;28.0;5.79;516760.1
352720 LORENA;2024/Dez;387.0;2024-12-01;5.1;1967.0;20.0;5.17;620380.65
352730 LOUVEIRA;2024/Dez;209.0;2024-12-01;2.1;448.0;4.0;1.91;118510.08
352740 LUCELIA;2024/Dez;39.0;2024-12-01;3.2;125.0;2.0;5.13;10034.52
352800 MACATUBA;2024/Dez;54.0;2024-12-01;2.5;137.0;3.0;5.56;17707.32
352810 MACAUBAL;2024/Dez;5.0;2024-12-01;5.0;25.0;0.0;0.0;2312.97
352850 MAIRIPORA;2024/Dez;283.0;2024-12-01;2.6;733.0;16.0;5.65;88188.05
352880 MARACAI;2024/Dez;60.0;2024-12-01;3.1;185.0;1.0;1.67;55547.98
352900 MARILIA;2024/Dez;2088.0;2024-12-01;5.8;12156.0;140.0;6.7;5518276.25
352920 MARTINOPOLIS;2024/Dez;217.0;2024-12-01;2.0;427.0;6.0;2.76;105060.69
352930 MATAO;2024/Dez;493.0;2024-12-01;4.2;2055.0;26.0;5.27;1137102.86
352940 MAUA;2024/Dez;1155.0;2024-12-01;5.3;6086.0;66.0;5.71;1458862.22
352970 MIGUELOPOLIS;2024/Dez;57.0;2024-12-01;4.3;243.0;1.0;1.75;23137.78
353010 MIRANDOPOLIS;2024/Dez;220.0;2024-12-01;4.4;978.0;19.0;8.64;211866.38
353030 MIRASSOL;2024/Dez;160.0;2024-12-01;2.0;314.0;2.0;1.25;69903.88
353050 MOCOCA;2024/Dez;361.0;2024-12-01;3.0;1087.0;20.0;5.54;340111.37
353060 MOGI DAS CRUZES;2024/Dez;2712.0;2024-12-01;4.7;12765.0;184.0;6.78;4522845.25
353070 MOGI GUACU;2024/Dez;817.0;2024-12-01;4.5;3698.0;60.0;7.34;1463371.78
353080 MOGI MIRIM;2024/Dez;355.0;2024-12-01;4.3;1530.0;31.0;8.73;776965.73
353110 MONGAGUA;2024/Dez;84.0;2024-12-01;3.6;302.0;7.0;8.33;22372.7
353130 MONTE ALTO;2024/Dez;213.0;2024-12-01;4.1;877.0;13.0;6.1;337112.79
353140 MONTE APRAZIVEL;2024/Dez;163.0;2024-12-01;2.0;328.0;1.0;0.61;60921.66
353150 MONTE AZUL PAULISTA;2024/Dez;120.0;2024-12-01;1.7;204.0;0.0;0.0;170728.55
353180 MONTE MOR;2024/Dez;82.0;2024-12-01;3.1;258.0;4.0;4.88;38384.17
353190 MORRO AGUDO;2024/Dez;111.0;2024-12-01;3.0;335.0;8.0;7.21;141112.25
353200 MORUNGABA;2024/Dez;11.0;2024-12-01;2.5;27.0;2.0;18.18;4307.59
353240 NAZARE PAULISTA;2024/Dez;29.0;2024-12-01;5.0;145.0;2.0;6.9;11088.36
353250 NEVES PAULISTA;2024/Dez;3.0;2024-12-01;4.3;13.0;0.0;0.0;798.09
353260 NHANDEARA;2024/Dez;114.0;2024-12-01;2.5;288.0;2.0;1.75;64231.74
353290 NOVA EUROPA;2024/Dez;31.0;2024-12-01;5.6;175.0;2.0;6.45;11258.14
353300 NOVA GRANADA;2024/Dez;131.0;2024-12-01;2.6;346.0;4.0;3.05;50987.66
353340 NOVA ODESSA;2024/Dez;110.0;2024-12-01;4.1;446.0;7.0;6.36;47876.72
353350 NOVO HORIZONTE;2024/Dez;197.0;2024-12-01;3.2;625.0;7.0;3.55;221678.96
353390 OLIMPIA;2024/Dez;309.0;2024-12-01;4.4;1367.0;22.0;7.12;303581.82
353430 ORLANDIA;2024/Dez;153.0;2024-12-01;1.8;273.0;3.0;1.96;79630.68
353440 OSASCO;2024/Dez;2176.0;2024-12-01;6.1;13203.0;176.0;8.09;2925633.51
353460 OSVALDO CRUZ;2024/Dez;204.0;2024-12-01;3.3;670.0;13.0;6.37;95029.62
353470 OURINHOS;2024/Dez;1020.0;2024-12-01;3.7;3736.0;67.0;6.57;1729115.61
353475 OUROESTE;2024/Dez;42.0;2024-12-01;3.3;139.0;3.0;7.14;18729.35
353520 PALMEIRA D'OESTE;2024/Dez;78.0;2024-12-01;2.6;206.0;0.0;0.0;22080.28
353530 PALMITAL;2024/Dez;100.0;2024-12-01;2.3;230.0;3.0;3.0;49369.32
353550 PARAGUACU PAULISTA;2024/Dez;332.0;2024-12-01;3.3;1093.0;17.0;5.12;486978.51
353580 PARANAPANEMA;2024/Dez;56.0;2024-12-01;3.2;180.0;1.0;1.79;24960.54
353600 PARAPUA;2024/Dez;0.0;2024-12-01;0.0;0.0;0.0;0.0;0.0
353620 PARIQUERA-ACU;2024/Dez;766.0;2024-12-01;4.5;3450.0;67.0;8.75;1140578.65
353630 PATROCINIO PAULISTA;2024/Dez;52.0;2024-12-01;7.2;372.0;1.0;1.92;37957.58
353650 PAULINIA;2024/Dez;642.0;2024-12-01;3.9;2527.0;31.0;4.83;541327.03
353660 PAULO DE FARIA;2024/Dez;4.0;2024-12-01;4.0;16.0;0.0;0.0;1602.2
353670 PEDERNEIRAS;2024/Dez;150.0;2024-12-01;4.3;640.0;17.0;11.33;166361.25
353700 PEDREGULHO;2024/Dez;99.0;2024-12-01;2.5;248.0;0.0;0.0;42317.45
353710 PEDREIRA;2024/Dez;61.0;2024-12-01;3.2;193.0;3.0;4.92;34201.22
353730 PENAPOLIS;2024/Dez;421.0;2024-12-01;5.4;2276.0;34.0;8.08;431312.07
353740 PEREIRA BARRETO;2024/Dez;55.0;2024-12-01;2.9;161.0;5.0;9.09;27371.55
353780 PIEDADE;2024/Dez;237.0;2024-12-01;3.2;761.0;15.0;6.33;102784.7
353790 PILAR DO SUL;2024/Dez;85.0;2024-12-01;2.4;208.0;5.0;5.88;28229.86
353800 PINDAMONHANGABA;2024/Dez;609.0;2024-12-01;5.7;3499.0;27.0;4.43;958884.21
353860 PIRACAIA;2024/Dez;37.0;2024-12-01;3.9;145.0;6.0;16.22;14499.59
353870 PIRACICABA;2024/Dez;2881.0;2024-12-01;3.1;8857.0;120.0;4.17;5604597.82
353880 PIRAJU;2024/Dez;143.0;2024-12-01;3.8;542.0;11.0;7.69;70871.3
353890 PIRAJUI;2024/Dez;101.0;2024-12-01;5.8;587.0;1.0;0.99;79364.25
353900 PIRANGI;2024/Dez;94.0;2024-12-01;2.2;210.0;0.0;0.0;46804.77
